tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,mes_da_oferta,servico_ofertado,aceitou,count_LICENCIAMENTO,count_TRANSFERÊNCIA,count_VISTORIA,count_REVISTORIA,count_EMISSÃO APTVE,count_EMISSÃO CRLV,count_PLACA CARRO,count_PLACA MOTO,count_PLACA REBOQUE,count_DESBLOQUEIOS,count_CONSULTA TOTAL,count_DECLARAÇÕES
Parceiro,3,120,188,1,22,6,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,608,1,9,6,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,165,1,23,6,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,267,1,19,6,DESBLOQUEIOS,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,578,1,21,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,540,1,10,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,994,1,21,6,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,923,1,7,6,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,161,1,9,6,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,526,1,14,6,VISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,991,1,18,6,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,273,1,18,6,PLACA CARRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,522,1,8,6,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,220,559,2,3,6,INMETRO,0,3,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,551,1,9,6,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,637,1,1,6,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,162,1,17,6,VISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,185,1,18,6,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,178,1,16,6,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,340,203,2,20,6,LICENCIAMENTO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,265,1,7,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,166,1,7,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,340,88,2,19,6,PLACA CARRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,155,1,5,6,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,163,1,18,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2137,0,15,6,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,169,1,2,6,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2226,0,17,6,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,220,231,2,3,6,CADASTRO DE MOTOR,0,3,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,611,1,7,6,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,213,1,13,6,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,992,1,21,6,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,697,1,2,6,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,293,1,10,6,LIBERAÇÃO DO PÁTIO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,961,1,19,6,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1281,0,18,6,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,954,1,22,6,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,184,1,15,6,LIBERAÇÃO DO PÁTIO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,691,1,25,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,220,644,2,16,6,EMISSÃO APTVE,0,3,1,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,301,2,19,6,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,205,1,21,6,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,184,1,23,6,INMETRO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,576,1,13,6,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,205,1,16,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,953,1,7,6,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,259,1,20,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,608,1,5,6,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,309,1,9,6,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,270,1,2,6,CADASTRO DE MOTOR,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,226,1,22,6,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,292,1,15,6,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2492,0,20,6,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,547,1,5,6,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,241,1,23,6,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,1056,1,12,6,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,988,1,12,6,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1688,0,10,6,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,538,1,16,6,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,197,1,13,6,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,218,1,24,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,272,1,10,6,PLACA CARRO,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,561,1,24,6,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,891,1,14,6,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,199,1,15,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,228,1,16,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,295,1,8,6,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,309,1,11,6,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,895,0,6,6,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,205,1,14,6,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,163,1,21,6,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,267,1,20,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,246,1,9,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1004,0,18,6,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,269,1,15,6,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,161,1,24,6,LIBERAÇÃO DO PÁTIO,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,550,1,25,6,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,168,1,10,6,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,340,238,2,23,6,PLACA REBOQUE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,223,1,11,6,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,223,1,24,6,PLACA CARRO,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,223,1,7,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,335,1,13,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,551,1,13,6,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,161,1,16,6,VISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,242,1,3,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,956,1,10,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,645,1,15,6,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,229,1,11,6,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,523,1,12,6,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,995,1,25,6,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,256,1,19,6,DESBLOQUEIOS,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,631,1,13,6,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,637,1,10,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,528,1,6,6,PLACA CARRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,1036,1,21,6,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,614,1,3,6,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,525,1,2,6,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,232,1,15,6,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,155,1,11,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,449,2,3,6,LICENCIAMENTO,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,230,1,17,6,LIBERAÇÃO DO PÁTIO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1489,0,4,6,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,198,1,18,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,688,1,4,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,269,1,24,6,PLACA REBOQUE,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,6,240,193,1,20,6,DECLARAÇÕES,0,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,985,1,7,6,CONSULTA TOTAL,1,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,567,1,25,6,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,157,1,4,6,DECLARAÇÕES,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,583,1,8,6,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,251,1,19,6,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,203,1,13,6,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,634,1,4,6,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,243,1,6,6,DESBLOQUEIOS,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,256,1,23,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1282,0,18,6,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,176,1,1,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,214,1,11,6,LICENCIAMENTO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1547,0,2,6,EMISSÃO APTVE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,166,1,15,6,REVISTORIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,179,1,20,6,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,992,1,7,6,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,540,1,1,6,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,885,1,16,6,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,682,1,6,6,DESBLOQUEIOS,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,569,1,5,6,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,558,1,16,6,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,201,1,16,6,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,253,1,7,6,DECLARAÇÕES,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,6,360,325,1,21,6,TRANSFERÊNCIA,0,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,268,1,3,6,EMISSÃO APTVE,1,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1593,0,24,6,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,219,1,5,6,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,251,1,25,6,DISTRATO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,163,1,20,6,CONSULTA TOTAL,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,948,1,15,6,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,177,1,13,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,215,1,11,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,180,1,2,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,908,1,11,6,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,175,1,24,6,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,162,1,10,6,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2327,0,21,6,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,893,1,17,6,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,628,1,14,6,PLACA MOTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,539,1,14,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,175,1,6,6,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1895,0,18,6,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,275,1,17,6,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,7,420,205,1,17,6,PLACA MOTO,0,7,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,201,1,25,6,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,930,1,6,6,PLACA MOTO,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,938,1,23,6,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,978,1,4,6,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,258,1,7,6,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,533,1,13,6,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,207,1,21,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,986,1,1,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,190,1,14,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,992,1,15,6,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,199,1,13,6,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,270,1,3,6,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,635,1,15,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,258,1,16,6,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,8,320,206,1,13,6,AUTORIZAÇÃO PRÉVIA,0,8,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,178,1,8,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,671,1,18,6,TRANSFERÊNCIA,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,257,1,23,6,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2052,0,24,6,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,538,1,19,6,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,265,1,16,6,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,563,1,25,6,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1427,0,12,6,CONSULTA TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,160,1,21,6,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,886,1,21,6,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,6,240,194,1,20,6,CONSULTA TOTAL,0,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,163,1,10,6,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,203,1,23,6,AUTORIZAÇÃO PRÉVIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,552,1,15,6,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,239,1,21,6,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,268,1,5,6,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,636,1,18,6,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,994,1,12,6,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,615,1,20,6,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,636,1,3,6,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,948,1,4,6,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,321,1,22,6,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,889,1,3,6,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,547,1,19,6,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,202,2,4,6,EMISSÃO APTVE,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,1006,1,11,6,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,5,200,266,1,1,6,VISTORIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,1014,1,2,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,247,1,15,6,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,521,1,9,6,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,640,1,8,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,214,1,23,6,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,310,1,17,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,245,1,3,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,199,1,3,6,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2019,0,7,6,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,246,1,15,6,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,176,1,15,6,LIBERAÇÃO DO PÁTIO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,176,1,12,6,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,622,1,16,6,INMETRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,564,2,24,6,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,200,1,8,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,156,1,20,6,DISTRATO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,155,1,4,6,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,552,1,13,6,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,213,1,16,6,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,207,1,16,6,TRANSFERÊNCIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,617,1,11,6,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,80,2,23,6,PLACA CARRO,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,239,1,12,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,680,1,5,6,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1830,0,9,6,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,222,1,7,6,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,178,1,11,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,207,1,1,6,CONSULTA TOTAL,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,584,1,15,6,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,585,1,11,6,EMISSÃO APTVE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,270,1,21,6,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,584,1,11,6,VISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,205,1,24,6,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,265,1,17,6,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,169,1,10,6,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,199,1,14,6,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,553,1,1,6,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,7,460,323,2,23,6,DISTRATO,0,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,243,1,23,6,AUTORIZAÇÃO PRÉVIA,1,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,1061,1,2,6,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,538,1,21,6,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,277,1,6,6,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,194,1,15,6,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,290,1,12,6,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,223,1,12,6,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,683,0,19,6,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2232,0,12,6,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,535,1,11,6,EMISSÃO APTVE,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,569,1,22,6,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,225,1,10,6,EMISSÃO CRLV,0,3,0,0,0,0,0,0,0,0,0,0,0
